id,post_parent,image,image_gallery,post_title,post_content,post_excerpt,post_name,post_date,_sku,product_cat,product_tag,_regular_price,_sale_price,_sale_price_dates_from,_sale_price_dates_to,_featured,_tax_status,_tax_class,_weight,_height,_width,_length,_stock,_stock_status,_manage_stock,_backorders,_sold_individually,product_shipping_class,grouped_items,_product_adminlink,_purchase_note,post_status,_visibility,_upsell_ids,_crosssell_ids,_downloadable,_virtual,_download_expiry,_download_limit,_downloadable_files,_download_type,_product_url,_button_text,comment_status,menu_order,product_type,_product_permalink,_default_attributes,_custom_attributes,_variation_description,post_author
5733,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/e7d658468993adf3e697912baa36f334.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8b554c347118552fa2e9f39599906e2f.jpg,Men's navy blue striped double breasted peak lapel 2pcs suit.,"Color:?Navy Blue

Composition :?Polly Viskon Wool Mix

Detail:?Six?button on the front,?3?side pockets,?double breasted peak lapel,?straight-leg?pant.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-navy-blue-striped-double-breasted-peak-lapel-2pcs-suit-2,2022/3/6 16:51,mens-navy-blue-striped-double-breasted-peak-lapel-2pcs-suit-2,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5733&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-navy-blue-striped-double-breasted-peak-lapel-2pcs-suit-2/,,[object Object],,perl
5735,5733,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's navy blue striped double breasted peak lapel 2pcs suit. [#5733 var],,,,,mens-navy-blue-striped-double-breasted-peak-lapel-2pcs-suit-2-,,,33.62,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5726,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's navy blue and burgundy checked single breasted 3pcs suit.,"Color: Navy Blue

Composition :?Polly Viskon Wool Mix

Detail: One?buttons on the front, 3 side pockets, 6 buttons shawl lapel vest, dot seam, pointed collar suit, straight-leg trousers.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-navy-blue-and-burgundy-checked-single-breasted-3pcs-suit,2022/3/6 16:43,,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5726&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-navy-blue-and-burgundy-checked-single-breasted-3pcs-suit/,,[object Object],,perl
5728,5726,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's navy blue and burgundy checked single breasted 3pcs suit. [#5726 var],,,,,mens-navy-blue-and-burgundy-checked-single-breasted-3pcs-suit-,,,33.62,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5722,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's navy blue plaid single breasted 3pcs suit.,"Color: Navy Blue

Composition :?Polly Viskon Wool Mix

Detail: One?buttons on the front, 3 side pockets, 6 buttons shawl lapel vest, dot seam, pointed collar suit, straight-leg trousers.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-navy-blue-plaid-single-breasted-3pcs-suit,2022/3/6 16:37,mens-navy-blue-plaid-single-breasted-3pcs-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5722&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-navy-blue-plaid-single-breasted-3pcs-suit/,,[object Object],,perl
5724,5722,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's navy blue plaid single breasted 3pcs suit. [#5722 var],,,,,mens-navy-blue-plaid-single-breasted-3pcs-suit-,,,31.39,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5717,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/b52c059a51091ef4ad88aa111b8a9e4b.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/ff11ad793799e791b003b83d3652ee56.jpg,Men's grey double breasted peak lapel 2pcs suit.,"Color: Grey

Composition :?Polly Viskon Wool Mix

Detail:?Four?button on the front,?3?side pockets,?wide?peak lapel,?straight-leg?pant.

Fit: Classic Cut

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />

&nbsp;",,mens-grey-double-breasted-peak-lapel-2pcs-suit,2022/3/6 16:26,mens-grey-double-breasted-peak-lapel-2pcs-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5717&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-grey-double-breasted-peak-lapel-2pcs-suit/,,[object Object],,perl
5721,5717,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's grey double breasted peak lapel 2pcs suit. [#5717 var],,,,,mens-grey-double-breasted-peak-lapel-2pcs-suit-,,,30.33,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5712,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d1748eacd5e828ac46d87229887f5eac.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/42fd9f3f9c2e051d5bb0e23a48454fed.jpg,Men's navy blue striped double breasted peak lapel 2pcs suit.,"Color:?Navy Blue

Composition :?Polly Viskon Wool Mix

Detail:?Six?button on the front,?3?side pockets,?double breasted peak lapel,?straight-leg?pant.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-navy-blue-striped-double-breasted-peak-lapel-2pcs-suit,2022/3/6 16:20,mens-navy-blue-striped-double-breasted-peak-lapel-2pcs-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5712&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-navy-blue-striped-double-breasted-peak-lapel-2pcs-suit/,,[object Object],,perl
5716,5712,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's navy blue striped double breasted peak lapel 2pcs suit. [#5712 var],,,,,mens-navy-blue-striped-double-breasted-peak-lapel-2pcs-suit-,,,33.62,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5707,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/e530caad03527ccd393def524b44eee6.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/89ae7b1ffc8b9589d8cd1065419869b3.jpg,Men's green striped double breasted peak lapel 2pcs suit.,"Color:?Green

Composition :?Polly Viskon Wool Mix

Detail:?Six?button on the front,?3?side pockets,?double breasted peak lapel,?straight-leg?pant.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-green-striped-double-breasted-peak-lapel-2pcs-suit,2022/3/6 16:10,mens-green-striped-double-breasted-peak-lapel-2pcs-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5707&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-green-striped-double-breasted-peak-lapel-2pcs-suit/,,[object Object],,perl
5709,5707,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's green striped double breasted peak lapel 2pcs suit. [#5707 var],,,,,mens-green-striped-double-breasted-peak-lapel-2pcs-suit-,,,33.63,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5703,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's light navy blue checked single breasted 3pcs suit.,"Color:?Light Navy Blue

Composition :?Polly Viskon Wool Mix

Detail: One?buttons on the front, 3 side pockets, 6 buttons shawl lapel vest, dot seam, pointed collar suit, straight-leg trousers.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />

&nbsp;",,mens-light-navy-blue-checked-single-breasted-3pcs-suit,2022/3/6 16:04,mens-light-navy-blue-checked-single-breasted-3pcs-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5703&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-light-navy-blue-checked-single-breasted-3pcs-suit/,,[object Object],,perl
5705,5703,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's light navy blue checked single breasted 3pcs suit. [#5703 var],,,,,mens-light-navy-blue-checked-single-breasted-3pcs-suit-,,,30.33,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5698,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/7999aeceafeccfef0460a3f51af71710.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/78562ce54ec7ea764662ab418c9cc6eb.jpg,Men's brown and tan wide peak lapel 3pcs suit,"Color:?Brown + Tan

Composition :?Polly Viskon Wool Mix

Detail:?One?button on the front,?3?side pockets,?wide?peak lapel,?straight-leg?pant.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-brown-and-tan-wide-peak-lapel-3pcs-suit,2022/3/6 15:58,mens-brown-and-tan-wide-peak-lapel-3pcs-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5698&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-brown-and-tan-wide-peak-lapel-3pcs-suit/,,[object Object],,perl
5701,5698,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's brown and tan wide peak lapel 3pcs suit [#5698 var],,,,,mens-brown-and-tan-wide-peak-lapel-3pcs-suit-,,,33.62,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5695,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/3593573fb7b8d38883dfa1861accd1db.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/57ccf7444cca2766d820cfd3d7559f13.jpg,Men's black striped double breasted peak lapel 2pcs suit.,"Color:?Black

Composition :?Polly Viskon Wool Mix

Detail:?Six?button on the front,?3?side pockets,?double breasted peak lapel,?straight-leg?pant.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-black-striped-double-breasted-peak-lapel-2pcs-suit-2,2022/3/6 15:46,mens-black-striped-double-breasted-peak-lapel-2pcs-suit-2,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5695&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-black-striped-double-breasted-peak-lapel-2pcs-suit-2/,,[object Object],,perl
5697,5695,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's black striped double breasted peak lapel 2pcs suit. [#5695 var],,,,,mens-black-striped-double-breasted-peak-lapel-2pcs-suit-2-,,,33.62,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
